Filename,seq,seq_id,Label,part,word,sentence,before,after,dur_mod,seg_Start,seg_End,pF0_mean,pF0_means001,pF0_means002,pF0_means003,pF0_means004,pF0_means005,pF0_means006,pF0_means007,pF0_means008,pF0_means009,pF0_means010,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF1_means004,pF1_means005,pF1_means006,pF1_means007,pF1_means008,pF1_means009,pF1_means010,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF2_means004,pF2_means005,pF2_means006,pF2_means007,pF2_means008,pF2_means009,pF2_means010,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF3_means004,pF3_means005,pF3_means006,pF3_means007,pF3_means008,pF3_means009,pF3_means010,dur,issue
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,HH,C,kuxuriha,ta kuxuriha hum,UH0,UH0,157.71399999999994,603.114,760.828,357.38,164.773,443.033,446.431,471.195,471.195,471.195,471.195,471.195,471.195,471.195,725.237,641.312,836.8710000000001,719.6160000000001,781.716,754.76,719.275,857.62,803.14,667.5210000000001,493.024,1024.157,1057.048,1049.6889999999999,966.046,940.68,938.689,1050.796,1210.461,1040.236,969.87,1020.3580000000001,3029.827,2540.7529999999997,3156.437,2707.155,3284.8379999999997,3384.5009999999997,3144.8740000000003,3244.71,3472.143,2677.643,2697.968,157.71399999999994,none
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,UH0,V2,kuxuriha,ta kuxuriha hum,HH,R,94.00700000000006,760.828,854.835,202.518,224.88299999999998,219.518,210.34900000000002,206.363,202.62599999999998,197.615,193.30599999999998,191.804,191.398,190.137,430.944,366.86400000000003,413.684,419.004,425.39,433.531,439.064,452.691,470.334,462.375,431.409,1124.484,915.164,985.057,1021.822,1030.489,1092.826,1154.0339999999999,1182.411,1259.766,1311.765,1289.835,2793.292,2945.406,2933.58,2910.842,2860.3340000000003,2853.403,2828.2259999999997,2693.222,2659.116,2649.8740000000003,2612.637,94.00700000000006,none
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,UH0,V1,nupuunvi,chimi nupuunvi,N,P,46.468000000000075,469.275,515.743,195.8,195.66400000000002,197.903,197.86700000000002,198.104,198.02200000000002,197.32,195.44099999999997,194.74099999999999,193.28,191.062,336.57199999999995,347.624,393.915,404.793,389.18199999999996,362.559,344.81,324.881,284.027,257.673,267.813,1126.134,1405.9389999999999,1310.5539999999999,1227.201,1123.741,1060.635,1042.161,997.563,887.99,930.063,1186.922,2453.94,2142.405,2181.002,2336.785,2484.3089999999997,2495.795,2504.553,2487.835,2633.4840000000004,2656.789,2645.115,46.468000000000075,none
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,P,C,nupuunvi,chimi nupuunvi,UH0,UW1,196.413,515.743,712.1560000000001,193.122,191.803,194.05900000000003,194.05900000000003,194.05900000000003,194.05900000000003,194.05900000000003,194.05900000000003,194.05900000000003,194.05900000000003,214.172,592.446,471.75699999999995,546.072,457.195,447.588,497.17,520.0930000000001,780.314,1111.53,521.6469999999999,599.42,1892.335,2008.829,1646.66,1964.828,1706.8429999999998,1665.621,1864.6779999999999,2168.072,2333.093,1841.256,1760.0870000000002,2925.651,2882.422,2466.634,2777.633,2710.4359999999997,2737.619,3108.2859999999996,3238.27,3323.2209999999995,3172.235,2853.308,196.413,none
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,UW1,V2,nupuunvi,chimi nupuunvi,P,N,213.2109999999999,712.1560000000001,925.367,137.38,186.36900000000003,159.15200000000002,148.218,141.05200000000002,135.71,131.56,128.625,124.51799999999999,121.713,94.446,373.855,393.689,367.019,360.163,366.04699999999997,348.105,348.69300000000004,356.491,372.356,397.36300000000006,429.213,843.471,911.1110000000001,812.7339999999999,830.8480000000001,822.3789999999999,804.84,788.0369999999999,773.252,837.5,887.475,964.062,2550.705,2561.788,2630.0679999999998,2606.269,2594.583,2548.2670000000003,2532.735,2523.996,2526.975,2533.925,2453.2929999999997,213.2109999999999,none
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,UH0,V1,nupuunvi,chi nupuunvi,N,P,67.27900000000005,488.67699999999996,555.956,180.213,170.993,173.05700000000002,175.488,177.593,180.157,183.005,184.74400000000003,185.42,185.83,185.74900000000002,381.475,398.153,421.486,441.156,449.343,434.85699999999997,424.774,407.023,331.918,256.974,248.61599999999999,1275.503,1629.056,1607.059,1565.28,1455.296,1302.921,1202.611,1079.069,931.558,896.74,1061.461,2615.52,2576.133,2562.606,2530.242,2673.034,2426.765,2603.761,2845.013,2699.0240000000003,2456.906,2683.866,67.27900000000005,none
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,P,C,nupuunvi,chi nupuunvi,UH0,UW1,228.3979999999999,555.956,784.3539999999999,184.576,182.65,183.955,183.955,183.955,183.955,183.955,183.955,183.955,183.955,210.046,525.55,301.736,481.81199999999995,516.586,516.095,526.32,615.6759999999999,426.06699999999995,512.8340000000001,829.794,583.222,1803.241,1213.066,1295.805,1716.756,1977.6970000000001,1858.086,1983.751,2003.759,2230.56,2159.4629999999997,1661.787,2959.215,2822.237,2651.6859999999997,2692.116,3150.605,3083.305,3065.5679999999998,2893.072,3078.8509999999997,3330.929,2869.945,228.3979999999999,none
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,UW1,V2,nupuunvi,chi nupuunvi,P,N,260.0300000000001,784.3539999999999,1044.384,147.495,185.593,161.749,154.02700000000002,148.316,142.645,140.172,140.0,136.958,133.407,131.306,359.55,399.74800000000005,389.306,361.50699999999995,349.995,334.671,324.798,328.34,354.267,378.10699999999997,373.92,858.059,845.341,877.582,905.398,872.3610000000001,835.081,826.572,825.863,816.578,848.793,924.873,2752.005,2756.8340000000003,2732.8379999999997,2774.6609999999996,2770.9840000000004,3018.449,2755.284,2670.3309999999997,2646.7140000000004,2827.748,2582.09,260.0300000000001,none
karuk-2015-04-18-vs-4_21.mat,iiki,31,IY1,V1,keevniikich,naa vura kunish keevniikich,N,K,172.26699999999983,2260.881,2433.1479999999997,133.97299999999998,141.011,134.23,130.996,131.79399999999998,133.58100000000002,133.929,133.442,133.091,133.487,134.188,313.218,326.592,329.531,345.134,320.61,317.268,316.79,307.577,299.528,287.70099999999996,280.375,2217.542,2074.587,2142.824,2195.755,2220.422,2239.7870000000003,2270.1620000000003,2269.8720000000003,2251.095,2247.198,2267.974,2974.0759999999996,2667.1679999999997,2788.7470000000003,2855.428,2891.384,2928.8109999999997,2967.047,2996.52,3004.281,3343.105,3308.6609999999996,172.26699999999983,none
karuk-2015-04-18-vs-4_21.mat,iiki,31,K,C,keevniikich,naa vura kunish keevniikich,IY1,IH0,125.39200000000028,2433.1479999999997,2558.54,132.804,132.888,132.12,132.12,132.12,132.12,132.12,132.12,132.12,132.12,132.12,537.735,249.12099999999998,275.059,283.822,608.141,727.232,269.612,573.371,1185.108,629.465,638.748,2003.21,2183.109,2061.595,1774.6129999999998,1882.4460000000001,2320.072,1809.026,2093.364,2049.705,1849.681,2004.194,2947.364,2836.6540000000005,2769.735,2795.993,3033.183,3529.77,2774.829,3182.4759999999997,2891.634,2780.5,2865.9190000000003,125.39200000000028,none
karuk-2015-04-18-vs-4_21.mat,iiki,31,IH0,V2,keevniikich,naa vura kunish keevniikich,K,CH,78.12099999999964,2558.54,2636.6609999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.363,643.7080000000001,677.257,1149.18,1000.919,737.2,762.2710000000001,862.1139999999999,1286.255,782.289,873.194,1996.13,1925.487,2004.9920000000002,2255.9139999999998,2116.43,1997.396,1940.5379999999998,1908.793,1961.911,1888.075,1938.935,2873.446,2788.8590000000004,2934.737,3055.4970000000003,2895.382,2829.074,2755.803,2780.88,3032.0559999999996,2767.1090000000004,2846.195,78.12099999999964,none
karuk-2015-04-18-vs-4_41.mat,ufu,32,UH0,V1,tufurathfip,karu puxich tufurathfip,T,F,84.69299999999998,908.461,993.154,130.444,68.602,68.762,68.911,68.883,95.225,201.247,200.863,186.56,170.767,164.00599999999997,355.496,328.103,342.925,353.03,348.53,344.54,365.80800000000005,402.036,424.332,359.36300000000006,290.52099999999996,1567.0839999999998,1548.142,1516.906,1560.781,1562.4260000000002,1587.97,1614.865,1548.0320000000002,1500.338,1581.7679999999998,1644.017,2293.654,2295.349,2328.869,2340.176,2323.038,2319.812,2295.514,2264.1839999999997,2309.119,2301.929,2156.158,84.69299999999998,none
karuk-2015-04-18-vs-4_41.mat,ufu,32,F,C,tufurathfip,karu puxich tufurathfip,UH0,UH0,129.87300000000005,993.154,1123.027,171.484,163.495,162.859,169.62099999999998,169.62099999999998,169.62099999999998,169.62099999999998,169.62099999999998,169.62099999999998,169.62099999999998,247.572,1202.115,323.668,1640.285,1314.42,1208.904,1128.861,1603.1070000000002,1238.622,1272.433,1425.172,960.63,1969.023,1731.378,2366.41,1992.642,1967.259,1750.547,2197.153,1785.7910000000002,1864.755,2109.053,1919.7420000000002,2850.4159999999997,2467.929,4011.349,2436.281,2709.926,2787.659,3139.597,2488.106,2537.256,3090.6209999999996,2844.88,129.87300000000005,none
karuk-2015-04-18-vs-4_41.mat,ufu,32,UH0,V2,tufurathfip,karu puxich tufurathfip,F,R,100.62699999999995,1123.027,1223.654,199.38099999999997,250.028,225.275,205.176,195.785,190.27900000000002,186.382,184.168,184.679,185.733,185.243,394.042,357.231,384.19800000000004,400.162,397.369,391.12699999999995,394.245,401.75300000000004,406.63599999999997,406.55199999999996,401.89,1159.347,1230.29,1011.0110000000001,987.561,1050.567,1091.84,1120.871,1210.73,1284.992,1297.025,1275.326,2360.7070000000003,2165.134,2308.0229999999997,2412.948,2424.9770000000003,2428.815,2396.176,2359.186,2389.354,2379.4320000000002,2354.502,100.62699999999995,none
karuk-2015-04-18-vs-4_44.mat,ikii,33,IH0,V1,ikiich,ikiich pamiqavansa teexviphuunish,sil,K,77.71100000000013,776.64,854.3510000000001,190.38,212.623,214.456,210.86700000000002,205.15099999999998,190.84400000000002,185.58,180.13099999999997,176.65599999999998,172.329,169.237,262.716,280.189,297.811,312.839,278.563,256.98400000000004,286.381,261.065,223.114,216.708,211.033,2121.925,2069.357,2079.259,2111.991,2118.535,2128.8779999999997,2109.765,2202.125,2273.976,2245.531,1883.66,3097.888,3160.228,3151.045,3190.433,2952.0359999999996,2910.067,2909.197,3234.679,3394.527,3566.429,2515.004,77.71100000000013,none
karuk-2015-04-18-vs-4_44.mat,ikii,33,K,C,ikiich,ikiich pamiqavansa teexviphuunish,IH0,IY1,143.96199999999988,854.3510000000001,998.313,166.007,166.331,160.83100000000002,160.83100000000002,160.83100000000002,160.83100000000002,160.83100000000002,160.83100000000002,160.83100000000002,160.83100000000002,160.83100000000002,792.809,500.74300000000005,1163.205,731.2610000000001,271.38,919.988,1006.331,1044.0510000000002,994.841,951.091,415.36800000000005,2071.104,2033.995,2395.078,2281.569,1768.076,2144.581,2161.426,2136.44,2027.8210000000001,1841.168,1932.934,3093.982,2845.0820000000003,3606.6440000000002,2911.583,2695.5409999999997,3374.482,3114.3109999999997,3348.9440000000004,3326.2670000000003,2871.3340000000003,2860.055,143.96199999999988,none
karuk-2015-04-18-vs-4_44.mat,ikii,33,IY1,V2,ikiich,ikiich pamiqavansa teexviphuunish,K,CH,83.64800000000002,998.313,1081.961,155.58100000000002,155.58100000000002,172.81900000000002,163.67,157.543,155.47899999999998,154.09,154.031,153.04399999999998,151.67600000000002,146.703,335.074,292.93,335.07800000000003,330.457,331.913,336.358,338.088,368.967,360.048,339.905,326.651,1834.53,2026.8,2088.43,1822.095,1706.116,1427.432,1376.1589999999999,1968.269,1990.556,1931.595,2004.3370000000002,2746.93,3204.7209999999995,2689.502,2131.751,2127.345,2141.501,2118.056,2925.06,3045.738,3551.9709999999995,3452.74,83.64800000000002,none
karuk-2015-04-18-vs-4_45.mat,ikii,34,IH0,V1,ikiich,ikiich apapkam vaa miqasimnaam itxaariheen,,K,0.0,0.0,25.019000000000002,197.082,197.082,197.082,197.082,197.082,197.082,197.082,197.082,197.082,197.082,197.082,345.064,345.064,345.064,345.064,345.064,345.064,345.064,345.064,345.064,345.064,345.064,1572.59,1572.59,1572.59,1572.59,1572.59,1572.59,1572.59,1572.59,1572.59,1572.59,1572.59,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,25.019000000000002,V1 absent
karuk-2015-04-18-vs-4_45.mat,ikii,34,K,C,ikiich,ikiich apapkam vaa miqasimnaam itxaariheen,IH0,IY1,322.249,25.019000000000002,347.26800000000003,177.074,183.33,166.18200000000002,166.18200000000002,166.18200000000002,166.18200000000002,166.18200000000002,166.18200000000002,166.18200000000002,166.18200000000002,223.294,701.298,357.207,336.235,311.853,238.93200000000002,889.454,840.538,1137.069,1376.912,970.471,555.104,1941.231,1570.254,1607.8829999999998,1562.227,1566.549,2261.797,2230.775,2304.422,2370.907,2055.964,1896.4660000000001,3058.91,3002.8559999999998,3059.784,2942.7329999999997,2843.0559999999996,3137.013,3191.388,3293.508,3451.8390000000004,3097.2490000000003,2561.196,322.249,V1 absent
karuk-2015-04-18-vs-4_45.mat,ikii,34,IY1,V2,ikiich,ikiich apapkam vaa miqasimnaam itxaariheen,K,CH,52.86699999999996,347.26800000000003,400.135,193.688,228.65400000000002,221.688,203.042,197.83900000000003,191.239,185.296,181.463,177.563,174.447,172.998,354.944,309.733,362.476,375.814,377.939,372.86300000000006,368.68300000000005,371.397,370.332,355.629,302.379,2017.3139999999999,2033.52,2035.114,2049.489,2041.4920000000002,2063.11,2032.819,1995.021,1964.931,1985.483,1978.51,2455.518,2647.434,2475.504,2405.657,2408.623,2387.144,2103.4179999999997,2430.849,2535.111,2525.765,2542.097,52.86699999999996,V1 absent
karuk-2015-04-21-vs-5_06.mat,uxu,35,UH0,V1,uxuti,xas uxuti kunish yiim niinamich papuufich xas pooquum xas vura uum pufichkaam,sp,HH,0.0,530.0,562.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.4460000000001,1610.695,1386.511,1229.855,1168.478,1044.431,707.675,617.828,782.046,1002.698,1050.899,1844.773,1822.9589999999998,1924.366,2120.202,2091.4120000000003,1973.128,1748.255,1630.5120000000002,1694.067,1633.29,1753.128,2819.788,3018.903,3047.268,3168.01,3296.217,3282.44,3014.244,2765.7990000000004,2370.609,2165.099,2187.188,32.048,V1 absent
karuk-2015-04-21-vs-5_06.mat,uxu,35,HH,C,uxuti,xas uxuti kunish yiim niinamich papuufich xas pooquum xas vura uum pufichkaam,UH0,UH0,43.09699999999998,562.048,605.145,233.578,233.578,233.578,233.578,233.578,233.578,233.578,233.578,233.578,233.578,233.578,1159.029,1057.506,1090.71,1134.5610000000001,1125.235,1152.512,1227.1860000000001,1199.156,1149.596,1199.063,1271.069,1930.3429999999998,1875.87,1928.365,1956.73,1943.264,1928.483,1917.885,1875.269,1949.162,2036.477,1912.536,2762.775,2204.34,2431.453,2895.0820000000003,3058.16,2984.167,2942.715,2861.1890000000003,2784.2670000000003,2739.4770000000003,2797.344,43.09699999999998,V1 absent
karuk-2015-04-21-vs-5_06.mat,uxu,35,UH0,V2,uxuti,xas uxuti kunish yiim niinamich papuufich xas pooquum xas vura uum pufichkaam,HH,T,61.511999999999944,605.145,666.6569999999999,224.34400000000002,241.635,244.863,238.862,230.555,222.614,217.82,214.685,212.83700000000002,211.521,207.851,347.218,433.213,300.267,317.569,357.57800000000003,376.625,371.19,357.55400000000003,335.07800000000003,310.786,307.4,1566.664,1534.402,1360.0829999999999,1339.8110000000001,1457.395,1579.513,1651.4279999999999,1676.734,1665.517,1659.476,1737.9679999999998,2320.844,2486.49,2220.674,2244.93,2273.377,2293.1820000000002,2281.8289999999997,2281.757,2338.851,2295.251,2459.452,61.511999999999944,V1 absent
karuk-2015-04-21-vs-5_12.mat,uxu,36,UH0,V1,uxuti,uxuti niinamich papuufich karu uum vura yiiv saruk xas,sil,HH,0.0,273.061,302.349,192.33,192.33,192.33,205.93200000000002,204.51,198.18900000000002,191.16299999999998,189.50900000000001,187.37599999999998,186.128,185.63,566.547,913.35,541.242,211.226,226.463,235.75099999999998,225.734,561.322,932.824,910.967,903.322,1821.8310000000001,2527.995,1881.255,1350.6329999999998,1298.468,1165.229,1050.598,1683.378,2361.837,2384.0589999999997,2466.848,3143.013,3742.895,3125.153,2565.868,2651.296,2703.4120000000003,2618.284,3079.0370000000003,3655.15,3631.958,3639.6079999999997,29.28800000000001,V1 absent
karuk-2015-04-21-vs-5_12.mat,uxu,36,HH,C,uxuti,uxuti niinamich papuufich karu uum vura yiiv saruk xas,UH0,UH0,130.20000000000005,302.349,432.54900000000004,314.248,182.87400000000002,183.597,454.465,453.782,454.30199999999996,454.30199999999996,454.30199999999996,454.30199999999996,242.605,243.59900000000002,855.551,926.89,839.312,903.805,900.74,871.6669999999999,857.722,867.435,905.155,943.0939999999999,561.873,1263.719,2070.788,1002.882,1105.468,1091.393,1139.451,1435.789,1243.624,1327.174,1073.114,1086.253,2395.779,3205.211,2275.241,2269.058,2254.0570000000002,2370.0389999999998,2262.279,2432.374,2498.627,2223.426,2117.2329999999997,130.20000000000005,V1 absent
karuk-2015-04-21-vs-5_12.mat,uxu,36,UH0,V2,uxuti,uxuti niinamich papuufich karu uum vura yiiv saruk xas,HH,T,66.74799999999993,432.54900000000004,499.29699999999997,243.84,248.878,251.98,245.28,242.199,241.7,241.41099999999997,241.743,242.06599999999997,241.858,241.31599999999997,411.097,356.574,371.181,399.18800000000005,427.675,440.966,447.537,449.217,443.651,412.70099999999996,364.63300000000004,1139.183,1032.417,1006.388,1033.655,1135.032,1189.58,1209.759,1230.45,1253.095,1193.454,1110.5610000000001,2416.383,2276.465,2433.125,2426.55,2448.617,2444.821,2437.11,2427.66,2421.065,2416.361,2438.656,66.74799999999993,V1 absent
karuk-2015-04-21-vs-5_13.mat,uxu,37,UH0,V1,uxuti,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,AH0,HH,0.0,3235.053,3247.1240000000003,189.266,192.546,192.02599999999998,191.477,190.834,189.84599999999998,189.11,188.062,187.22799999999998,186.088,185.019,412.08099999999996,332.51199999999994,335.917,343.83099999999996,354.68300000000005,366.209,385.17699999999996,430.471,487.454,530.39,563.6669999999999,1034.72,1035.555,1040.573,1046.576,1048.6680000000001,1046.113,1040.018,1027.722,1017.8530000000001,1017.171,1024.713,2521.061,2459.48,2463.871,2478.81,2497.257,2511.09,2526.936,2549.812,2569.71,2580.218,2585.472,12.071000000000367,V1 absent
karuk-2015-04-21-vs-5_13.mat,uxu,37,HH,C,uxuti,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,UH0,UH0,166.82999999999993,3247.1240000000003,3413.954,201.482,187.19099999999997,187.19099999999997,187.19099999999997,187.19099999999997,187.19099999999997,187.19099999999997,187.19099999999997,187.19099999999997,187.19099999999997,253.88400000000001,707.452,593.554,600.462,588.566,541.609,702.789,779.7639999999999,829.2260000000001,866.525,733.865,842.8389999999999,1595.086,1059.947,1055.886,1015.2769999999999,799.308,2202.837,2409.63,1801.635,2447.3179999999998,1435.155,1680.095,3100.703,2544.986,2594.125,2540.494,2607.737,3761.869,3752.401,3404.987,3643.857,3104.5,3028.922,166.82999999999993,V1 absent
karuk-2015-04-21-vs-5_13.mat,uxu,37,UH0,V2,uxuti,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,HH,T,48.96699999999964,3413.954,3462.921,215.179,256.76599999999996,248.85,234.542,218.99900000000002,210.153,206.393,202.692,196.873,189.937,185.835,328.708,316.723,352.848,387.61699999999996,399.474,399.1,388.401,332.31300000000005,250.12,236.06799999999998,247.99400000000003,989.775,982.1489999999999,960.9939999999999,992.305,992.1610000000001,967.87,932.862,919.668,1008.95,1050.059,1073.755,2526.08,2416.764,2442.814,2454.551,2452.629,2453.518,2449.687,2447.1620000000003,2505.139,2670.2270000000003,2924.8140000000003,48.96699999999964,V1 absent
karuk-2015-04-21-vs-5_13.mat,ikii,38,IH0,V1,ikiich,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,sp,K,0.0,4236.353,4333.549,242.905,333.957,288.32599999999996,269.52299999999997,255.65900000000002,240.658,231.81900000000002,223.584,212.43599999999998,198.28799999999998,189.076,297.601,366.11699999999996,318.856,307.183,306.055,282.187,261.217,278.07099999999997,285.121,301.024,267.97700000000003,1865.86,1890.287,2147.055,1914.0420000000001,1334.961,2029.0410000000002,1998.4879999999998,1712.921,1452.329,1997.155,2087.748,2221.223,2232.453,2315.097,2198.842,2122.715,2192.584,2134.044,2178.052,2182.949,2263.113,2360.99,97.19599999999991,V1 absent
karuk-2015-04-21-vs-5_13.mat,ikii,38,K,C,ikiich,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,IH0,IY1,125.36399999999958,4333.549,4458.913,181.736,179.187,174.989,174.989,174.989,174.989,174.989,174.989,174.989,174.989,221.63,516.554,234.919,253.86,263.32,296.832,279.215,317.563,436.86300000000006,1120.258,1166.007,815.686,2096.069,2159.361,2105.349,2074.861,2059.9610000000002,1961.4170000000001,2007.612,2053.893,2257.324,2183.612,2075.722,2931.9809999999998,2517.59,2678.485,2571.4539999999997,2634.987,3010.33,3233.9559999999997,3096.406,3281.77,3121.505,3094.369,125.36399999999958,V1 absent
karuk-2015-04-21-vs-5_13.mat,ikii,38,IY1,V2,ikiich,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,K,CH,108.21200000000044,4458.913,4567.125,173.55900000000003,225.718,206.55700000000002,194.623,178.09,165.265,157.781,153.293,151.514,151.125,149.661,326.4,285.342,331.736,349.411,336.022,329.395,326.872,324.543,325.482,330.176,329.87,2008.68,2077.295,1928.7,2013.719,1938.5970000000002,2004.2079999999999,2051.547,2043.7160000000001,2025.7060000000001,2023.354,1980.27,2340.3920000000003,2813.741,2173.703,2103.891,2083.257,2156.009,2317.947,2259.3779999999997,2461.717,2439.469,2553.3720000000003,108.21200000000044,V1 absent
